214;BELLINI Gianpaolo;ATA;D;5.50;0;0;0;0;0;5.50;
218;BIANCO Paolo;ATA;D;5.50;0;0;1;0;0;5.00;
220;BIAVA Giuseppe;GEN;D;6.00;1;0;1;0;0;8.50;
225;BONUCCI Leonardo;BAR;D;6.00;0;0;0;0;0;6.00;
226;BOVO Cesare;PAL;D;6.00;0;0;0;0;0;6.00;
227;BRANDAO Goncalo Jardim;SIE;D;6.00;0;0;0;0;0;6.00;
228;BRITOS Miguel Angel;BOL;D;6.00;0;0;1;0;0;5.50;
229;BURDISSO Nicolas Andres;ROM;D;7.00;0;0;0;0;0;7.00;
230;CAMPAGNARO Hugo;NAP;D;6.50;0;0;0;0;0;6.50;
232;CANNAVARO Fabio;JUV;D;6.50;0;0;1;0;0;6.00;
233;CANNAVARO Paolo;NAP;D;6.00;0;0;1;0;0;5.50;
235;CAPUANO Ciro;CAT;D;6.50;0;0;0;0;0;6.50;
236;CASSANI Mattia;PAL;D;5.00;0;0;0;0;0;5.00;
237;CASSETTI Marco;ROM;D;5.50;0;0;1;0;0;5.00;
238;CASTELLINI Paolo;PAR;D;6.00;0;0;0;0;0;6.00;
239;CHIELLINI Giorgio;JUV;D;6.00;0;0;0;0;0;6.00;
241;CODA Andrea;UDI;D;6.00;0;0;0;0;0;6.00;
242;COMOTTO Gianluca;FIO;D;5.00;0;0;1;0;1;5.50;
243;CONTINI Matteo;NAP;D;6.00;0;0;0;0;0;6.00;
244;CORDOBA Ivan Ramiro;INT;D;5.50;0;0;0;0;0;5.50;
245;CRIBARI Sanchez Emilson;LAZ;D;6.00;0;0;0;0;0;6.00;
246;CRISCITO Domenico;GEN;D;7.00;1;0;0;0;0;10.00;
248;DAINELLI Dario;FIO;D;6.00;0;0;0;0;0;6.00;
249;DE CEGLIE Paolo;JUV;D;5.50;0;0;0;0;0;5.50;
251;DEL GROSSO Cristiano;SIE;D;5.50;0;0;0;0;0;5.50;
252;DELLAFIORE Hernan Paolo;PAR;D;6.00;0;0;0;0;0;6.00;
255;DINIZ PLONIO Paixao;LIV;D;7.00;0;0;0;0;0;7.00;
260;FELIPE Da Silva Dalbelo Dias;UDI;D;5.50;0;0;0;0;0;5.50;
263;FICAGNA Daniele;SIE;D;6.00;0;0;0;0;0;6.00;
265;FREY Nicolas;CHI;D;5.00;0;0;0;0;0;5.00;
267;GAMBERINI Alessandro;FIO;D;7.00;0;0;0;0;0;7.00;
268;GARICS Gyorgy;ATA;D;6.00;0;0;1;0;0;5.50;
270;GASTALDELLO Daniele;SAM;D;6.50;1;0;0;0;0;9.50;
271;GRANDONI Alessandro;LIV;D;6.00;0;0;0;0;0;6.00;
273;GRYGERA Zdenek;JUV;D;6.00;0;0;0;0;0;6.00;
274;JANKULOVSKI Marek;MIL;D;5.00;0;0;0;0;0;5.00;
277;KJAER Simon;PAL;D;6.50;0;0;1;0;0;6.00;
279;KOLAROV Aleksandar;LAZ;D;6.50;0;0;1;0;0;6.00;
283;LICHTSTEINER Stephan;LAZ;D;6.00;0;0;1;0;0;5.50;
284;LOPEZ Diego Luis;CAG;D;6.00;0;0;0;0;0;6.00;
285;LUCARELLI Alessandro;PAR;D;6.50;1;0;1;0;0;9.00;
287;LUCIO;INT;D;6.00;0;0;0;0;0;6.00;
288;LUKOVIC Aleksandar;UDI;D;6.00;0;0;0;0;0;6.00;
289;MAICON Douglas;INT;D;6.00;0;0;0;0;0;6.00;
292;MANFREDINI Thomas;ATA;D;5.50;0;0;1;0;0;5.00;
293;MANTOVANI Andrea;CHI;D;6.50;0;0;0;0;0;6.50;
295;MASIELLO Andrea;BAR;D;6.00;0;0;1;0;0;5.50;
296;MATERAZZI Marco;INT;D;5.50;0;0;1;0;0;5.00;
301;MORAS Vangelis;BOL;D;0.00;0;0;0;0;0;0.00;
302;MORERO Santiago;CHI;D;5.00;0;0;0;0;0;5.00;
303;MORETTI Emiliano;GEN;D;6.50;0;0;1;0;0;6.00;
305;MOTTA Marco;ROM;D;5.50;0;0;0;0;0;5.50;
307;NESTA Alessandro;MIL;D;7.00;0;0;0;0;0;7.00;
310;PACI Massimo;PAR;D;6.50;0;0;0;0;0;6.50;
311;PAPASTATHOPOULOS Sokratis;GEN;D;6.00;0;0;0;0;0;6.00;
312;PARISI Alessandro;BAR;D;6.00;0;0;0;0;0;6.00;
313;PASQUAL Manuel;FIO;D;5.50;0;0;0;0;0;5.50;
316;PELUSO Federico;ATA;D;0.00;0;0;0;0;0;0.00;
318;PIERI Mirko;LIV;D;6.00;0;0;1;0;0;5.50;
319;PISANO Francesco;CAG;D;6.00;0;0;0;0;0;6.00;
320;PORTANOVA Daniele;BOL;D;6.50;0;0;0;0;0;6.50;
321;POTENZA Alessandro;CAT;D;6.00;0;0;1;0;0;5.50;
323;RAGGI Andrea;BOL;D;5.50;0;0;0;0;0;5.50;
324;RANOCCHIA Andrea;BAR;D;6.50;0;0;0;0;0;6.50;
326;RIISE John Arne;ROM;D;0.00;0;0;0;0;0;0.00;
329;ROSSETTINI Luca;SIE;D;5.00;0;0;0;0;0;5.00;
331;ROSSI Marco;SAM;D;6.00;0;0;0;0;0;6.00;
336;SARDO Gennaro;CAT;D;4.00;0;0;1;0;0;3.50;
340;SILVESTRE Matias;CAT;D;5.00;0;0;0;0;0;5.00;
341;SIVIGLIA Sebastiano;LAZ;D;6.50;0;0;0;0;0;6.50;
342;STANKEVICIUS Marius;SAM;D;6.00;0;0;1;0;0;5.50;
343;STELLINI Cristian;BAR;D;0.00;0;0;0;0;0;0.00;
347;THIAGO SILVA;MIL;D;7.00;0;0;0;0;0;7.00;
351;YEPES Mario Alberto;CHI;D;6.50;0;0;0;0;0;6.50;
352;ZAMBROTTA Gianluca;MIL;D;5.00;0;0;0;0;0;5.00;
353;ZAPATA Cristian Eduardo;UDI;D;5.50;0;0;0;0;0;5.50;
354;ZAURI Luciano;SAM;D;6.00;0;0;0;0;0;6.00;
356;ZENONI Cristian;BOL;D;5.50;0;0;0;0;0;5.50;
357;ZENONI Damiano;PAR;D;6.00;0;0;0;0;0;6.00;
358;ZIEGLER Reto;SAM;D;5.00;0;0;1;0;0;4.50;
359;ZUNIGA Juan Camilo;NAP;D;5.00;0;0;0;0;0;5.00;
365;PANUCCI Christian;PAR;D;6.50;0;0;1;0;0;6.00;
503;ALVAREZ Edgar Antony;BAR;C;6.50;0;0;0;0;0;6.50;
504;AMBROSINI Massimo;MIL;C;6.00;0;0;0;0;0;6.00;
509;BARONIO Roberto;LAZ;C;6.50;0;0;1;0;0;6.00;
510;BARRETO Edgar;ATA;C;6.50;0;0;0;0;0;6.50;
513;BENTIVOGLIO Simone;CHI;C;6.00;0;0;0;0;0;6.00;
514;BERGVOLD Martin;LIV;C;6.00;0;0;0;0;0;6.00;
515;BERTOLO Nicolas;PAL;C;6.00;0;0;0;0;0;6.00;
516;BIABIANY Jonathan;PAR;C;7.00;0;0;0;0;0;7.00;
517;BIAGIANTI Marco;CAT;C;5.50;0;0;0;0;0;5.50;
518;BIONDINI Davide;CAG;C;0.00;0;0;0;0;0;0.00;
520;BOGLIACINO Mariano;NAP;C;6.00;0;0;1;0;0;5.50;
522;BOMBARDINI Davide;BOL;C;6.50;0;0;0;0;0;6.50;
524;BRESCIANO Mark;PAL;C;6.00;0;0;0;0;0;6.00;
525;BRIGHI Matteo;ROM;C;5.50;0;0;0;0;0;5.50;
526;BROCCHI Christian;LAZ;C;5.00;0;0;0;0;0;5.00;
529;CAMORANESI Mauro German;JUV;C;0.00;0;0;0;0;0;0.00;
530;CANDREVA Antonio;LIV;C;6.00;0;0;0;0;0;6.00;
531;CARBONI Ezequiel;CAT;C;5.50;0;0;0;0;0;5.50;
533;CASERTA Fabio;ATA;C;0.00;0;0;0;0;0;0.00;
534;CERCI Alessio;ROM;C;0.00;0;0;0;0;0;0.00;
535;CIGARINI Luca;NAP;C;0.00;0;0;0;0;0;0.00;
536;CODREA Paul Costantin;SIE;C;5.50;0;0;0;0;0;5.50;
539;CONTI Daniele;CAG;C;5.50;0;0;1;0;0;5.00;
543;COSSU Andrea;CAG;C;6.00;0;0;0;0;0;6.00;
544;DABO Ousmane;LAZ;C;6.50;0;0;0;0;0;6.50;
545;D\'AGOSTINO Gaetano;UDI;C;5.00;0;0;0;0;0;5.00;
547;DATOLO Jesus;NAP;C;5.00;0;0;0;0;0;5.00;
548;DE ROSSI Daniele;ROM;C;5.50;0;0;0;0;0;5.50;
549;DE VEZZE Daniele;BAR;C;6.50;0;0;0;0;0;6.50;
550;DELVECCHIO Gennaro;CAT;C;5.00;0;0;1;0;0;4.50;
554;DIEGO Ribas;JUV;C;7.00;0;0;0;0;0;7.00;
555;DONADEL Marco;FIO;C;6.50;0;0;0;0;0;6.50;
557;DONI Cristiano;ATA;C;6.50;0;0;0;0;0;6.50;
558;EKDAL Albin;SIE;C;5.50;0;0;1;0;0;5.00;
568;FINI Michele;SIE;C;6.50;0;0;0;0;0;6.50;
570;FLAMINI Mathieu;MIL;C;7.00;0;0;0;0;1;8.00;
571;FOGGIA Pasquale;LAZ;C;6.50;0;0;0;0;1;7.50;
573;GALLOPPA Daniele;PAR;C;6.50;0;0;0;0;0;6.50;
574;GARGANO Walter;NAP;C;6.00;0;0;0;0;0;6.00;
575;GATTUSO Gennaro Ivan;MIL;C;5.50;0;0;0;0;0;5.50;
576;GAZZI Alessandro;BAR;C;6.50;0;0;0;0;0;6.50;
579;GOBBI Massimo;FIO;C;0.00;0;0;0;0;0;0.00;
580;GUANA Roberto;BOL;C;6.00;0;0;0;0;0;6.00;
581;GUARENTE Tiberio;ATA;C;6.00;0;0;0;0;0;6.00;
582;GUBERTI Stefano;ROM;C;5.50;0;0;0;0;0;5.50;
583;HAMSIK Marek;NAP;C;6.50;1;0;0;0;0;9.50;
584;INLER Gokan;UDI;C;6.50;0;0;0;0;0;6.50;
585;ISLA Mauricio;UDI;C;6.00;0;0;0;0;0;6.00;
586;IZCO Mariano Julio;CAT;C;0.00;0;0;0;0;0;0.00;
589;JAROLIM Lukas;SIE;C;6.00;0;0;0;0;0;6.00;
590;JORGENSEN Martin;FIO;C;6.00;0;0;0;0;0;6.00;
591;JOVETIC Stevan;FIO;C;5.00;0;0;0;0;0;5.00;
592;JURIC Ivan;GEN;C;5.50;0;0;0;0;0;5.50;
595;LANGELLA Antonio;BAR;C;6.50;0;0;1;0;1;7.00;
596;LANZAFAME Davide;PAR;C;6.50;0;0;0;0;0;6.50;
598;LAZZARI Andrea;CAG;C;6.50;0;0;0;0;0;6.50;
605;LUCIANO Siqueira de Oliveira;CHI;C;6.00;0;0;0;0;0;6.00;
608;MAGGIO Christian;NAP;C;5.00;0;0;0;0;0;5.00;
612;MANZONI Alessio;PAR;C;0.00;0;0;0;0;0;0.00;
614;MARCHIONNI Marco;FIO;C;5.50;0;0;0;0;0;5.50;
615;MARCHISIO Claudio;JUV;C;6.00;0;0;0;0;0;6.00;
616;MARCOLINI Michele;CHI;C;5.50;0;0;0;0;0;5.50;
617;MARIGA McDonald;PAR;C;7.00;0;0;0;0;0;7.00;
620;MATUZALEM Francelino;LAZ;C;6.00;0;0;0;0;0;6.00;
621;MAURI Stefano;LAZ;C;6.00;0;0;0;0;0;6.00;
623;MENEZ Jeremy;ROM;C;6.50;0;0;0;0;0;6.50;
624;MESTO Giandomenico;GEN;C;5.50;0;0;0;0;0;5.50;
628;MINGAZZINI Nicola;BOL;C;6.00;0;0;0;0;0;6.00;
629;MODESTO Francesco;GEN;C;5.50;0;0;1;0;0;5.00;
631;MONTOLIVO Riccardo;FIO;C;5.00;0;0;1;0;0;4.50;
633;MORRONE Stefano;PAR;C;7.00;0;0;1;0;1;7.50;
635;MUNTARI Sulley;INT;C;5.00;0;0;0;0;0;5.00;
636;MUTARELLI Massimo;BOL;C;0.00;0;0;0;0;0;0.00;
637;NOCERINO Antonio;PAL;C;6.00;0;0;0;0;0;6.00;
641;PADALINO Marco;SAM;C;6.00;0;0;0;0;0;6.00;
642;PADOIN Simone;ATA;C;6.00;0;0;0;0;0;6.00;
644;PALOMBO Angelo;SAM;C;6.50;0;0;0;0;0;6.50;
649;PASTORE Javier;PAL;C;6.00;0;0;0;0;0;6.00;
652;PINZI Giampiero;CHI;C;5.00;0;0;1;0;0;4.50;
653;PIRLO Andrea;MIL;C;6.50;0;0;0;0;0;6.50;
655;PIZARRO David Marcelo Cortes;ROM;C;7.00;0;0;0;0;0;7.00;
657;POULSEN Christian;JUV;C;6.00;0;0;1;0;0;5.50;
658;PULZETTI Nico;LIV;C;6.00;0;0;0;0;0;6.00;
659;QUARESMA Ricardo;INT;C;5.00;0;0;0;0;0;5.00;
661;RAIMONDI Cristian;LIV;C;6.00;0;0;0;0;0;6.00;
662;RIGONI Luca;CHI;C;6.00;0;0;1;0;0;5.50;
663;RIVAS Emanuel Benito;BAR;C;6.00;0;0;0;0;0;6.00;
667;ROSSI Marco;GEN;C;6.50;0;0;0;0;0;6.50;
668;SALIHAMIDZIC Hasan;JUV;C;6.00;0;0;0;0;0;6.00;
669;SAMMARCO Paolo;SAM;C;0.00;0;0;0;0;0;0.00;
672;SCULLI Giuseppe;GEN;C;7.50;0;0;0;0;0;7.50;
674;SEMIOLI Franco;SAM;C;6.00;0;0;0;0;0;6.00;
675;SIMPLICIO Fabio Henrique;PAL;C;5.00;0;0;0;0;0;5.00;
679;STANKOVIC Dejan;INT;C;5.50;0;0;1;0;0;5.00;
680;TADDEI Rodrigo;ROM;C;6.00;1;0;0;0;0;9.00;
681;TEDESCO Giacomo;BOL;C;6.00;0;0;0;0;0;6.00;
682;TEDESCO Giovanni;PAL;C;0.00;0;0;1;0;0;0.00;
683;THIAGO MOTTA;INT;C;6.00;0;0;0;0;0;6.00;
684;TIAGO Mendes;JUV;C;5.50;0;0;0;0;0;5.50;
685;TISSONE Fernando;SAM;C;6.00;0;0;0;0;0;6.00;
686;VALDES Jaime Andres Zapata;ATA;C;5.50;0;0;0;0;0;5.50;
687;VALIANI Francesco;BOL;C;6.00;0;0;0;0;0;6.00;
689;VARGAS Juan;FIO;C;6.50;0;0;0;0;0;6.50;
690;VERGASSOLA Simone;SIE;C;6.00;0;0;1;0;0;5.50;
691;VIEIRA Patrick;INT;C;6.00;0;0;1;0;0;5.50;
692;VIGIANI Luca;BOL;C;5.00;0;0;0;0;0;5.00;
697;ZANETTI Javier Aldemar;INT;C;5.50;0;0;0;0;0;5.50;
698;ZIMLING Niki;UDI;C;5.50;0;0;1;0;0;5.00;
701;ALLEGRETTI Riccardo;BAR;C;6.00;0;0;0;0;0;6.00;
704;ZAPATER Alberto;GEN;C;7.00;1;0;1;0;1;10.50;
707;BARONE Simone;CAG;C;6.00;0;0;0;0;0;6.00;
710;MORO Davide;LIV;C;0.00;0;0;0;0;0;0.00;
712;MARRONE Luca;JUV;C;6.00;0;0;1;0;0;5.50;
802;ACQUAFRESCA Robert;ATA;A;5.00;0;0;0;0;0;5.00;
805;AMAURI Carvalho De Oliveira;JUV;A;6.50;0;0;0;0;0;6.50;
808;BALOTELLI Mario;INT;A;6.50;0;0;0;0;0;6.50;
811;BELLUCCI Claudio;SAM;A;0.00;0;0;0;0;0;0.00;
813;BOGDANI Erjon;CHI;A;5.50;0;0;0;0;0;5.50;
814;BORRIELLO Marco;MIL;A;6.00;0;0;0;0;0;6.00;
815;BUDAN Igor;PAL;A;0.00;0;0;0;0;0;0.00;
818;CASSANO Antonio;SAM;A;6.50;0;0;0;0;1;7.50;
822;CAVANI Edinson;PAL;A;7.50;1;0;1;0;0;10.00;
826;CORRADI Bernardo;UDI;A;5.50;0;0;0;0;0;5.50;
827;CRESPO Hernan;GEN;A;6.00;0;0;0;0;0;6.00;
828;DANILEVICIUS Tomas;LIV;A;6.00;0;0;0;0;0;6.00;
831;DENIS German;NAP;A;0.00;0;0;0;0;0;0.00;
832;DI NATALE Antonio;UDI;A;7.50;2;1;0;0;0;13.50;
834;DIAMANTI Alessandro;LIV;A;7.00;0;0;0;0;0;7.00;
836;FIGUEROA Luciano;GEN;A;6.00;0;0;0;0;0;6.00;
838;FLORO FLORES Antonio;UDI;A;6.00;0;0;0;0;0;6.00;
840;GHEZZAL Abdelkader;SIE;A;6.00;1;0;0;0;0;9.00;
841;GILARDINO Alberto;FIO;A;6.00;0;0;0;0;0;6.00;
842;GRANOCHE Pablo;CHI;A;6.00;0;0;0;0;0;6.00;
846;IAQUINTA Vincenzo;JUV;A;7.00;1;0;0;0;0;10.00;
852;JEDA Capucho Neves;CAG;A;5.00;0;0;0;0;0;5.00;
855;KUTUZOV Vitali;BAR;A;6.50;1;0;0;0;0;9.50;
856;LARRIVEY Joaquin;CAG;A;5.50;0;0;0;0;0;5.50;
857;LAVEZZI Ezequiel;NAP;A;7.00;0;0;0;0;0;7.00;
858;LUCARELLI Cristiano;LIV;A;5.50;0;0;0;0;0;5.50;
859;MACCARONE Massimo;SIE;A;6.00;0;0;0;0;0;6.00;
863;MARTINEZ Jorge Andres;CAT;A;6.00;0;0;0;0;0;6.00;
864;MASCARA Giuseppe;CAT;A;6.50;0;0;0;0;0;6.50;
865;MATRI Alessandro;CAG;A;6.00;0;0;0;0;0;6.00;
869;MICCOLI Fabrizio;PAL;A;7.00;1;1;0;0;0;10.00;
870;MILITO Diego;INT;A;7.00;0;0;0;0;0;7.00;
871;MORIMOTO Takayuki;CAT;A;6.50;1;0;0;0;0;9.50;
872;MUTU Adrian;FIO;A;7.00;1;0;0;0;0;10.00;
873;NENE\' Anderson Miguel;CAG;A;0.00;0;0;0;0;0;0.00;
877;OSVALDO Pablo Daniel;BOL;A;7.00;1;0;0;0;0;10.00;
878;PALACIO Rodrigo;GEN;A;6.00;0;0;1;0;0;5.50;
879;PALOSCHI Alberto;PAR;A;7.00;1;0;0;0;0;10.00;
881;PAOLUCCI Michele;SIE;A;5.50;0;0;0;0;0;5.50;
885;PATO Alexandre;MIL;A;8.00;2;0;1;0;0;13.50;
886;PAZZINI Giampaolo;SAM;A;6.00;1;0;0;0;0;9.00;
887;PELLISSIER Sergio;CHI;A;5.00;0;0;0;0;0;5.00;
888;PEPE Simone;UDI;A;5.50;0;0;1;0;0;5.00;
891;QUAGLIARELLA Fabio;NAP;A;6.00;0;0;0;0;0;6.00;
893;REGINALDO Ferreira;SIE;A;0.00;0;0;0;0;0;0.00;
894;ROCCHI Tommaso;LAZ;A;7.50;1;0;0;0;0;10.50;
895;RONALDINHO Ronaldo de Assis Moreira;MIL;A;7.50;0;0;0;0;1;8.50;
896;SANCHEZ Alexis;UDI;A;6.00;0;0;1;0;0;5.50;
899;TAVANO Francesco;LIV;A;5.50;0;0;0;0;0;5.50;
900;TIRIBOCCHI Simone;ATA;A;6.50;0;0;0;0;0;6.50;
901;TOTTI Francesco;ROM;A;5.50;1;0;0;0;0;8.50;
907;ZARATE Mauro Matias;LAZ;A;7.50;0;0;0;0;0;7.50;
909;ETO\'O Samuel;INT;A;5.50;1;1;0;0;0;8.50;
913;CRUZ Julio Ricardo;LAZ;A;6.00;0;0;0;0;0;6.00;
917;SFORZINI Ferdinando;BAR;A;5.50;0;0;0;0;0;5.50;
918;DIONISI Federico;LIV;A;0.00;0;0;0;0;0;0.00;
